title,year,cites,doi,oa_url,primary_pdf,topic
ESSR: An 8K@30FPS Super-Resolution Accelerator With Edge Selective Network,2024,4,https://doi.org/10.1109/tcsi.2024.3349581,https://arxiv.org/pdf/2503.20245,,Advanced Image Processing Techniques; Advanced Vision and Imaging; Digital Holography and Microscopy
Hybrid Spatial and Temporal Computing Histogrammer in Soft Processor Core of a FPGA Device,2024,4,https://doi.org/10.1109/tcsi.2024.3404034,https://re.public.polimi.it/bitstream/11311/1267062/1/Hybrid_Spatial_and_Temporal_Computing_Histogramer_in_Soft_Processor_Core_of_a_FPGA_Device.pdf,,Graph Theory and Algorithms
"FREYA: A 0.023-mm²/Channel, 20.8- μW/Channel, Event-Driven 8-Channel SoC for Spiking End-to-End Sensing of Time-Sparse Biosignals",2024,4,https://doi.org/10.1109/tcsi.2024.3504264,https://lirias.kuleuven.be/retrieve/79271a63-05dd-497e-842c-4dac4d71a658,,Analog and Mixed-Signal Circuit Design; Low-power high-performance VLSI design; Advanced Memory and Neural Computing
Ultra-Scaled E-Tree-Based SRAM Design and Optimization With Interconnect Focus,2024,4,https://doi.org/10.1109/tcsi.2024.3438164,https://lirias.kuleuven.be/retrieve/da483df8-266d-4701-80e1-cb61866f285a,,VLSI and FPGA Design Techniques; VLSI and Analog Circuit Testing; Low-power high-performance VLSI design
"Design, Implementation, and Analysis of an Integrated Switched Capacitor Analog Neuron for Edge Computing AI Accelerators",2025,3,https://doi.org/10.1109/tcsi.2025.3546521,https://hdl.handle.net/11311/1298467,,Advanced Memory and Neural Computing; Neural Networks and Reservoir Computing; Photoreceptor and optogenetics research
A Comprehensive Approach to Improving the Thermal Reliability of RTN-Based PUFs,2024,3,https://doi.org/10.1109/tcsi.2024.3458057,http://hdl.handle.net/10261/386054,,Integrated Circuits and Semiconductor Failure Analysis; Physical Unclonable Functions (PUFs) and Hardware Security; Electrostatic Discharge in Electronics
A 71.2-μW Speech Recognition Accelerator With Recurrent Spiking Neural Network,2024,3,https://doi.org/10.1109/tcsi.2024.3387993,https://arxiv.org/pdf/2503.21337,,Neural Networks and Applications; Acoustic Wave Resonator Technologies; Advanced Memory and Neural Computing
Hardware Implementation of Projection-Aggregation Decoders for Reed-Muller Codes,2024,2,https://doi.org/10.1109/tcsi.2024.3508546,https://research.tue.nl/en/publications/23afc571-173a-4c44-9a8f-df70d6c78302,,Error Correcting Code Techniques; Advanced Wireless Communication Techniques; Coding theory and cryptography
COMET: Co-Optimization of CNN Models Using Efficient-Hardware OBC Techniques,2026,2,https://doi.org/10.1109/tcsi.2026.3682627,https://arxiv.org/pdf/2510.03516,,Neural Networks and Applications; Brain Tumor Detection and Classification; Advanced Neural Network Applications
Logic Neural Networks for Efficient FPGA Implementation,2024,2,https://doi.org/10.1109/tcsi.2024.3488119,https://hdl.handle.net/10115/41542,,Neural Networks and Applications
Spiketrum: An FPGA-Based Implementation of a Neuromorphic Cochlea,2025,2,https://doi.org/10.1109/tcsi.2025.3526585,https://pure.manchester.ac.uk/ws/files/354446929/Submitted.pdf,,CCD and CMOS Imaging Sensors; Advanced Memory and Neural Computing; Neural Networks and Applications
Cryogenic Front-End ASICs for Low-Noise Readout of Charge Signals,2024,2,https://doi.org/10.1109/tcsi.2024.3506828,https://www.osti.gov/biblio/2500294,,Semiconductor Quantum Structures and Devices; Analog and Mixed-Signal Circuit Design; Photonic and Optical Devices
A Power-Efficient Autonomous Current Adaptation ADC Input Driver,2024,2,https://doi.org/10.1109/tcsi.2024.3395057,https://doi.org/10.1109/tcsi.2024.3395057,,Analog and Mixed-Signal Circuit Design; Low-power high-performance VLSI design; CCD and CMOS Imaging Sensors
Fast FPGA Prototyping to Explore and Compare New SPWM Strategies,2024,1,https://doi.org/10.1109/tcsi.2023.3347447,http://hdl.handle.net/10396/27282,,Electromagnetic Compatibility and Noise Suppression; Advancements in PLL and VCO Technologies; Low-power high-performance VLSI design
Efficient Adaptive Multi-Level Privilege Partitioning With RTrustSoC,2024,1,https://doi.org/10.1109/tcsi.2024.3413364,https://hal.science/hal-04630451v1/file/Milan_Efficient_24.pdf,,Interconnection Networks and Systems; Physical Unclonable Functions (PUFs) and Hardware Security; Embedded Systems Design Techniques
A Combined Analytical and Simulation-Based Methodology for Quantifying the Noise-Power-Area Trade-Offs in Biomedical Amplifiers,2024,1,https://doi.org/10.1109/tcsi.2024.3414649,http://hdl.handle.net/2078.1/289540,,Analog and Mixed-Signal Circuit Design; Low-power high-performance VLSI design; ECG Monitoring and Analysis
Maestro: A 302 GFLOPS/W and 19.8GFLOPS RISC-V Vector-Tensor Architecture for Wearable Ultrasound Edge Computing,2025,1,https://doi.org/10.1109/tcsi.2025.3580939,https://ieeexplore.ieee.org/document/11053244,,Energy Harvesting in Wireless Networks; Innovative Energy Harvesting Technologies; Advanced Sensor and Energy Harvesting Materials
EEsizer: LLM-Based AI Agent for Sizing of Analog and Mixed Signal Circuit,2025,1,https://doi.org/10.1109/tcsi.2025.3646359,https://arxiv.org/pdf/2509.25510,,VLSI and FPGA Design Techniques; Low-power high-performance VLSI design; Physical Unclonable Functions (PUFs) and Hardware Security
Low-Power Vision Transformer Accelerator With Hardware-Aware Pruning and Optimized Dataflow,2025,1,https://doi.org/10.1109/tcsi.2025.3585054,https://arxiv.org/pdf/2510.14393,,CCD and CMOS Imaging Sensors; Image Processing Techniques and Applications; Infrared Target Detection Methodologies
Differentiable Cost Model for Neural-Network Accelerator Regarding Memory Hierarchy,2024,1,https://doi.org/10.1109/tcsi.2024.3476534,https://doi.org/10.1109/tcsi.2024.3476534,,Neural Networks and Applications; Fault Detection and Control Systems
Pseudo-Dynamic AOI and OAI Standard-Cell-Based Comparators,2025,0,https://doi.org/10.1109/tcsi.2025.3629636,https://doi.org/10.1109/tcsi.2025.3629636,,Low-power high-performance VLSI design; Analog and Mixed-Signal Circuit Design; Advancements in PLL and VCO Technologies
Beamspace Equalization for mmWave Massive MIMO: Algorithms and VLSI Implementations,2026,0,https://doi.org/10.1109/tcsi.2026.3682139,https://arxiv.org/pdf/2511.10563,,Millimeter-Wave Propagation and Modeling; Advanced Wireless Communication Techniques; Advanced MIMO Systems Optimization
Selectivity Versus Noise Trade-Offs in Resistively Driven Passive Switched-Capacitor Infinite Impulse Response Low-Pass Filters,2025,0,https://doi.org/10.1109/tcsi.2025.3531706,https://ris.utwente.nl/ws/files/481840307/Selectivity_Versus_Noise_Trade-Offs_in_Resistively_Driven_Passive_Switched-Capacitor_Infinite_Impulse_Response_Low-Pass_Filters.pdf,,Analog and Mixed-Signal Circuit Design; Low-power high-performance VLSI design; Advancements in PLL and VCO Technologies
GEM3D-CIM: General Purpose Matrix Computation Using 3-D-Integrated SRAM–eDRAM Hybrid Compute-In-Memory-on-Memory Architecture,2026,0,https://doi.org/10.1109/tcsi.2026.3681461,https://arxiv.org/pdf/2604.13969,,Parallel Computing and Optimization Techniques; Network Packet Processing and Optimization; Low-power high-performance VLSI design
A PVT-Resilient Subthreshold SRAM-Based In-Memory Computing Accelerator With In-Situ Regulation for Energy-Efficient Spiking Neural Networks,2026,0,https://doi.org/10.1109/tcsi.2026.3685722,https://arxiv.org/pdf/2605.00319,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Neural Networks and Reservoir Computing
Closed-Loop CBRAM Crossbar System Toward Hardware Acceleration of Quantum Algorithms,2025,0,https://doi.org/10.1109/tcsi.2025.3623906,https://vbn.aau.dk/ws/files/813622951/Accepted_Author_Manuscript.pdf,,Quantum Computing Algorithms and Architecture; Quantum-Dot Cellular Automata; Advanced Memory and Neural Computing
Workload Compression Techniques to Scale Defect-Centric BTI Models to the Circuit Level,2025,0,https://doi.org/10.1109/tcsi.2025.3570016,https://doi.org/10.1109/tcsi.2025.3570016,,Integrated Circuits and Semiconductor Failure Analysis; VLSI and Analog Circuit Testing; Advancements in Photolithography Techniques
Low-Complexity Hardware Architecture of APN Permutations Using TU-Decomposition,2024,0,https://doi.org/10.1109/tcsi.2024.3421354,http://dx.doi.org/10.1109/tcsi.2024.3421354,,Coding theory and cryptography; Cryptographic Implementations and Security; Peptidase Inhibition and Analysis
A Highly Power- and Area-Efficient PMU for Cell-Size Autonomous Microsystems,2024,0,https://doi.org/10.1109/tcsi.2024.3484537,https://doi.org/10.1109/tcsi.2024.3484537,,Cellular Automata and Applications; Low-power high-performance VLSI design; Parallel Computing and Optimization Techniques
Fast Single-Loop Voltage-Based MPPT Using Sliding-Mode Control for Switched-Inductor Multi-Cell Boost Converters,2025,0,https://doi.org/10.1109/tcsi.2025.3592025,https://doi.org/10.1109/tcsi.2025.3592025,,Silicon Carbide Semiconductor Technologies; Advanced DC-DC Converters; Low-power high-performance VLSI design
Power and Frequency Intrinsic Channels on gem5,2024,0,https://doi.org/10.1109/tcsi.2024.3435841,https://doi.org/10.1109/tcsi.2024.3435841,,Physical Unclonable Functions (PUFs) and Hardware Security; Cryptographic Implementations and Security; Security and Verification in Computing
A Self-Supervised Learning of a Foundation Model for Analog Layout Design Automation,2025,0,https://doi.org/10.1109/tcsi.2025.3615646,https://arxiv.org/pdf/2503.22143,,VLSI and FPGA Design Techniques; Advancements in Photolithography Techniques; 3D IC and TSV technologies
ACE-CNN: Approximate Carry Disregard Multipliers for Energy-Efficient CNN-Based Image Classification,2024,33,https://doi.org/10.1109/tcsi.2024.3369230,https://doi.org/10.1109/tcsi.2024.3369230,,Advanced Neural Network Applications; Advanced Memory and Neural Computing; CCD and CMOS Imaging Sensors
A Generalized Adjusted Min-Sum Decoder for 5G LDPC Codes: Algorithm and Implementation,2024,26,https://doi.org/10.1109/tcsi.2024.3368056,https://pure.tue.nl/ws/files/331786672/A_Generalized_Adjusted_Min-Sum_Decoder_for_5G_LDPC_Codes_Algorithm_and_Implementation.pdf,,Error Correcting Code Techniques; Advanced Wireless Communication Techniques; Telecommunications and Broadcasting Technologies
Accelerated Image Processing Through IMPLY-Based NoCarry Approximated Adders,2024,19,https://doi.org/10.1109/tcsi.2024.3426926,https://doi.org/10.1109/tcsi.2024.3426926,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Neural dynamics and brain function
Fault-Tolerant Consensus of Multi-Agent Systems Subject to Multiple Faults and Random Attacks,2024,12,https://doi.org/10.1109/tcsi.2024.3351214,https://hull-repository.worktribe.com/preview/4572647/RJP_Paper_10.pdf,,Distributed systems and fault tolerance; Complex Network Analysis Techniques
MARLIN: A Co-Design Methodology for Approximate ReconfigurabLe Inference of Neural Networks at the Edge,2024,11,https://doi.org/10.1109/tcsi.2024.3365952,https://ieeexplore.ieee.org/ielx7/8919/4358591/10449675.pdf,https://ieeexplore.ieee.org/ielx7/8919/4358591/10449675.pdf,Parallel Computing and Optimization Techniques; Embedded Systems Design Techniques; Adversarial Robustness in Machine Learning
"A Single-Stage, Capacitively-Coupled Instrumentation Amplifier With Complementary Transimpedance Boosting",2024,10,https://doi.org/10.1109/tcsi.2024.3391169,https://ieeexplore.ieee.org/ielx7/8919/4358591/10535503.pdf,https://ieeexplore.ieee.org/ielx7/8919/4358591/10535503.pdf,Analog and Mixed-Signal Circuit Design; Advancements in Semiconductor Devices and Circuit Design; Advanced Memory and Neural Computing
Event-Triggered Fully Distributed Bipartite Containment Control for Multi-Agent Systems Under DoS Attacks and External Disturbances,2025,9,https://doi.org/10.1109/tcsi.2025.3534241,,,Network Security and Intrusion Detection; Smart Grid Security and Resilience; Fault Detection and Control Systems
"Advanced Quantization Schemes to Increase Accuracy, Reduce Area, and Lower Power Consumption in FFT Architectures",2024,8,https://doi.org/10.1109/tcsi.2024.3421348,https://riuma.uma.es/xmlui/bitstream/10630/32122/1/TCAS-I_earlyacces.pdf,,Image and Signal Denoising Methods; Digital Filter Design and Implementation; Advanced Image Processing Techniques
A W-Band 2 × 2 Phased-Array Transmitter With Digital Gain-Compensation Technique,2024,8,https://doi.org/10.1109/tcsi.2024.3352594,https://ieeexplore.ieee.org/ielx7/8919/4358591/10420498.pdf,https://ieeexplore.ieee.org/ielx7/8919/4358591/10420498.pdf,Radio Frequency Integrated Circuit Design; Microwave Engineering and Waveguides; Full-Duplex Wireless Communications
Low-Voltage CMOS Capacitor-Less LDOs: Bulk-Driven Versus Gate-Driven Comparative Study,2024,7,https://doi.org/10.1109/tcsi.2024.3440842,https://doi.org/10.1109/tcsi.2024.3440842,,Advancements in Semiconductor Devices and Circuit Design; Semiconductor materials and devices; Advanced Memory and Neural Computing
"Rectifying Network Common Items Extraction for Complex Multi-Band Rectifiers: Theory, Design, and Experimental Verification",2024,7,https://doi.org/10.1109/tcsi.2024.3395269,https://eprints.lancs.ac.uk/id/eprint/220666/6/TCSI3395269.pdf,,Energy Harvesting in Wireless Networks; Advanced MIMO Systems Optimization; Full-Duplex Wireless Communications
N-Path Filtering and Mixing Analysis—A General Approach Based on Fourier Transform,2024,6,https://doi.org/10.1109/tcsi.2024.3426297,https://hal.science/hal-04656898/document,,Neural Networks and Applications
Reconciliation of Statistical Approaches to Predicting Nonlinearity-Induced Spurs in Fractional-<i>N</i> Frequency Synthesizers,2024,6,https://doi.org/10.1109/tcsi.2024.3486936,https://doi.org/10.1109/tcsi.2024.3486936,,Advanced Control Systems Optimization; Advanced Control Systems Design; Fault Detection and Control Systems
Experimental Verification and Evaluation of Non-Stateful Logic Gates in Resistive RAM,2024,6,https://doi.org/10.1109/tcsi.2024.3486376,https://doi.org/10.1109/tcsi.2024.3486376,,Advanced Memory and Neural Computing; Semiconductor materials and devices; Ferroelectric and Negative Capacitance Devices
Analysis and Mitigation of Excess Phase Noise and Spurs in Digital-to-Time-Converter-Enhanced Fractional- N Frequency Synthesizers,2024,5,https://doi.org/10.1109/tcsi.2024.3501998,https://doi.org/10.1109/tcsi.2024.3501998,,Advancements in PLL and VCO Technologies; Analog and Mixed-Signal Circuit Design; Photonic and Optical Devices
Low-Power High Precision Floating-Point Divider With Bidimensional Linear Approximation,2024,3,https://doi.org/10.1109/tcsi.2024.3447830,https://doi.org/10.1109/tcsi.2024.3447830,,Numerical Methods and Algorithms; Digital Filter Design and Implementation; Advanced MEMS and NEMS Technologies
Method to Determine Quantization-Related Parameters of the Digital-to-Time Converter in a Fractional-N Frequency Synthesizer,2024,3,https://doi.org/10.1109/tcsi.2024.3481904,https://doi.org/10.1109/tcsi.2024.3481904,,Sensor Technology and Measurement Systems; Advanced MEMS and NEMS Technologies; Neural Networks and Applications
Finite-Time Asynchronous Switching Control for Fuzzy Markov Jump Systems by Applying Polynomial Membership Functions,2024,3,https://doi.org/10.1109/tcsi.2024.3448629,https://kclpure.kcl.ac.uk/ws/files/294506893/Finite-time_asynchronous_switching_control_for_fuzzy_Markov_jump_systems_by_applying_polynomial_membership_functions_Accepted_User_Manuscript_.pdf,,Fuzzy Logic and Control Systems; Stability and Control of Uncertain Systems
Linearized Analysis and Quantization Error Minimization for Mid-Rise TDCs: A Tutorial,2025,2,https://doi.org/10.1109/tcsi.2024.3524422,https://doi.org/10.1109/tcsi.2024.3524422,,Analog and Mixed-Signal Circuit Design; Digital Filter Design and Implementation
A Node-Based Polar List Decoder With Frame Interleaving and Ensemble Decoding Support,2024,2,https://doi.org/10.1109/tcsi.2024.3443598,https://pure.tue.nl/ws/files/352405472/A_Node-Based_Polar_List_Decoder_With_Frame_Interleaving_and_Ensemble_Decoding_Support.pdf,,Error Correcting Code Techniques; Advanced Wireless Communication Techniques; Coding theory and cryptography
Side-Channel Analysis of Integrate-and-Fire Neurons Within Spiking Neural Networks,2024,2,https://doi.org/10.1109/tcsi.2024.3470135,https://publica.fraunhofer.de/handle/publica/496018,,Advanced Memory and Neural Computing; Neural dynamics and brain function; stochastic dynamics and bifurcation
ΔΣ Modulators Employing MASH DSM DAC-Based Dual Quantization,2024,2,https://doi.org/10.1109/tcsi.2024.3448224,https://doi.org/10.1109/tcsi.2024.3448224,,Image and Signal Denoising Methods; Neural Networks and Applications; Fault Detection and Control Systems
A Fully-Integrated Many-Electrodes Pulsed-Voltage Control Architecture for Arbitrary-Waveform Neural Stimulation With High Energy Efficiency,2025,2,https://doi.org/10.1109/tcsi.2025.3555895,https://lirias.kuleuven.be/handle/20.500.12942/764392,,Neuroscience and Neural Engineering; EEG and Brain-Computer Interfaces; Photoreceptor and optogenetics research
Efficient Integer-Only-Inference of Gradient Boosting Decision Trees on Low-Power Devices,2024,2,https://doi.org/10.1109/tcsi.2024.3446582,https://doi.org/10.1109/tcsi.2024.3446582,,Stochastic Gradient Optimization Techniques; Advanced Neural Network Applications; Machine Learning and ELM
Improving Coding Efficiency of Massive Parallel Intra Prediction Using Alternative References,2025,2,https://doi.org/10.1109/tcsi.2025.3564455,https://doi.org/10.1109/tcsi.2025.3564455,,Neural Networks and Applications
Enhancing Voltage Control Stability of Grid-Forming VSCs Under PWM Delays: A Study on Feedforward Damping Methods,2025,2,https://doi.org/10.1109/tcsi.2024.3523196,https://vbn.aau.dk/ws/files/759468420/TCAS_Final.pdf,,Microgrid Control and Optimization; HVDC Systems and Fault Protection; Wind Turbine Control Systems
Benchmarking of Scaled Majority-Logic-Synthesized Spintronic Circuits Based on Magnetic Tunnel Junction Transducers,2024,2,https://doi.org/10.1109/tcsi.2024.3420250,https://infoscience.epfl.ch/handle/20.500.14299/246033,,Magnetic properties of thin films; Semiconductor Quantum Structures and Devices; Advancements in Semiconductor Devices and Circuit Design
A 9.84-μW 148.9-dB Total DR Light-to-Digital Converter With Current-Integration SAR Quantizer for Multi-Wavelength PPG Applications,2025,2,https://doi.org/10.1109/tcsi.2025.3564384,https://doi.org/10.1109/tcsi.2025.3564384,,Photonic and Optical Devices; Advanced Computing and Algorithms
CMOS Platform for Neurochemical Detection Using 32 Graphene FETs Array at 16 kS/s per Channel,2025,1,https://doi.org/10.1109/tcsi.2025.3639668,https://doi.org/10.1109/tcsi.2025.3639668,,Graphene research and applications; Neuroscience and Neural Engineering; Advanced Memory and Neural Computing
Event-Driven Vision Sensor With In-Pixel Spatial Contrast Computation Capabilities and On-Chip AER Sequencer,2025,1,https://doi.org/10.1109/tcsi.2025.3539891,https://doi.org/10.1109/tcsi.2025.3539891,,CCD and CMOS Imaging Sensors; Advanced Memory and Neural Computing; Radiation Effects in Electronics
Graph-Oriented Layout Design for Field-Coupled Nanocomputing via Parallel Multi-Objective Search Space Exploration,2025,1,https://doi.org/10.1109/tcsi.2025.3614709,https://doi.org/10.1109/tcsi.2025.3614709,,Modular Robots and Swarm Intelligence
An Incremental Time-Domain Mixed-Signal Matrix-Vector-Multiplication Technique for Low-Power Edge-AI,2024,1,https://doi.org/10.1109/tcsi.2024.3480154,https://hal.science/hal-04765787v1/file/TCSI3480154_submitted.pdf,,CCD and CMOS Imaging Sensors; Analog and Mixed-Signal Circuit Design; Neural Networks and Applications
Novel Digital Conversion and Power Amplifier Linearization Unit for Wireless Transmitters,2026,1,https://doi.org/10.1109/tcsi.2026.3669009,https://doi.org/10.1109/tcsi.2026.3669009,,Advanced Power Amplifier Design; Radio Frequency Integrated Circuit Design; PAPR reduction in OFDM
A Noise-Shaping-SAR Multiplexed Light-to-Digital Converter With Passive Nested Feedback and Predictive Baseline Current Compensation Achieving 95-dB SNDR and 161.5-dB DR,2026,0,https://doi.org/10.1109/tcsi.2026.3675769,https://doi.org/10.1109/tcsi.2026.3675769,,Analog and Mixed-Signal Circuit Design; Radio Frequency Integrated Circuit Design; Wireless Power Transfer Systems
Unified Analysis of Digital Δ-Σ Modulators (DDSMs) for Fractional- <i>N</i> Frequency Synthesis—Introducing the PASS Family of DDSMs Featuring Independent Shaping of the Probability Density and Spectral Envelope,2026,0,https://doi.org/10.1109/tcsi.2026.3673203,https://doi.org/10.1109/tcsi.2026.3673203,,Advancements in PLL and VCO Technologies; Advanced Control Systems Design; Digital Filter Design and Implementation
LogSumExp: Efficient Approximate Logarithm Acceleration for Embedded Tractable Probabilistic Reasoning,2025,0,https://doi.org/10.1109/tcsi.2025.3613975,https://research.aalto.fi/en/publications/650dc612-2917-4319-9de2-cc9a58d2f653,,Natural Language Processing Techniques; Rough Sets and Fuzzy Logic; Semantic Web and Ontologies
Energy-Accuracy Trade-Offs in Massive MIMO Signal Detection Using SRAM-Based In-Memory Computing,2025,0,https://doi.org/10.1109/tcsi.2025.3594230,https://doi.org/10.1109/tcsi.2025.3594230,,Advanced Memory and Neural Computing; Quantum-Dot Cellular Automata; Advancements in Semiconductor Devices and Circuit Design
A Multi-Channel Auditory Signal Encoder With Adaptive Resolution Using Volatile Memristors,2026,0,https://doi.org/10.1109/tcsi.2026.3659256,https://www.research.ed.ac.uk/en/publications/8108cff0-996d-4e40-ae1b-dd381de914b6,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Transition Metal Oxide Nanomaterials
"Multistability, Noise Induced Transitions, and Stochastic Resonance in a Nonlinear Oscillator With a Nonvolatile Memristor",2026,0,https://doi.org/10.1109/tcsi.2026.3685449,https://doi.org/10.1109/tcsi.2026.3685449,,stochastic dynamics and bifurcation; Neural Networks Stability and Synchronization; Advanced Memory and Neural Computing
"Ferroelectric Digital In-Memory Computing for Scalable, Reliable, and Efficient Similarity Computation",2025,0,https://doi.org/10.1109/tcsi.2025.3612452,https://doi.org/10.1109/tcsi.2025.3612452,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Neural Networks and Applications
Discrete-Time General Nonlinear Robust Control: Stabilization With Closed-Loop Robust DOA Enlargement Based on Interval Analysis,2024,0,https://doi.org/10.1109/tcsi.2024.3390986,https://hal.science/hal-04764311/document,,Control Systems and Identification; Advanced Control Systems Optimization; Fault Detection and Control Systems
Multi-Input Ciphertext Multiplication for Homomorphic Encryption,2026,0,https://doi.org/10.1109/tcsi.2026.3674689,https://arxiv.org/pdf/2601.15401,,Cryptography and Data Security; Cryptography and Residue Arithmetic; Cryptographic Implementations and Security
Cell-Based VSC Analysis Methodology: From Graph Laplacian to Converter Degrees of Freedom,2026,0,https://doi.org/10.1109/tcsi.2025.3650718,https://doi.org/10.1109/tcsi.2025.3650718,,HVDC Systems and Fault Protection; Silicon Carbide Semiconductor Technologies; Multilevel Inverters and Converters
INIS: A Family of ΔΣ Modulators With Inherent Spur Immunity When Interacting With a Static Nonlinearity,2025,0,https://doi.org/10.1109/tcsi.2025.3561676,https://doi.org/10.1109/tcsi.2025.3561676,,Lipid Membrane Structure and Behavior; Pharmacological Receptor Mechanisms and Effects; Cardiac electrophysiology and arrhythmias
IEEE Open Access Publishing,2024,0,https://doi.org/10.1109/tcsi.2024.3379871,https://ieeexplore.ieee.org/ielx7/8919/10484988/10483560.pdf,https://ieeexplore.ieee.org/ielx7/8919/10484988/10483560.pdf,Diverse Scientific and Economic Studies; Digital Media and Visual Art; Human auditory perception and evaluation
