"Year","Citations","Title","DOI","OAStatus","OAUrl","PrimaryPDF","Landing","Authors","Topic","Volume","Issue","FirstPage","LastPage"
"2025","0","HIMAM: Hardware Implementation of Multiply-and-Max/Min Layers for Energy-Efficient DNN Inference","https://doi.org/10.1109/tcsii.2025.3581784","hybrid","https://doi.org/10.1109/tcsii.2025.3581784",,"https://doi.org/10.1109/tcsii.2025.3581784","Fanny Spagnolo; Pasquale Corsonello; Stefania Perri","Brain Tumor Detection and Classification","72","8","1083","1087"
"2024","0","IEEE Circuits and Systems Society Information","https://doi.org/10.1109/tcsii.2024.3369253","bronze","https://ieeexplore.ieee.org/ielx7/8920/10460332/10460333.pdf","https://ieeexplore.ieee.org/ielx7/8920/10460332/10460333.pdf","https://doi.org/10.1109/tcsii.2024.3369253","Manuel Delgado-Restituto; Hoon Sunwoo; Amara Amara; Zaman Fakhrul; Rokhani","Electrical and Electromagnetic Research","71","3","C3","C3"
"2025","0","Assessing the Performance of Analog Training for Transfer Learning","https://doi.org/10.1109/tcsii.2025.3596457","hybrid","https://doi.org/10.1109/tcsii.2025.3596457",,"https://doi.org/10.1109/tcsii.2025.3596457","Omobayode Fagbohungbe; Corey Lammie; Malte J. Rasch; Takashi Ando; Tayfun Gokmen","Human Resource Development and Performance Evaluation","72","12","1867","1871"
"2024","0","IEEE Transactions on Circuits and Systems--II: Express Briefs Publication Information","https://doi.org/10.1109/tcsii.2024.3369255","bronze","https://ieeexplore.ieee.org/ielx7/8920/10460332/10460352.pdf","https://ieeexplore.ieee.org/ielx7/8920/10460332/10460352.pdf","https://doi.org/10.1109/tcsii.2024.3369255","Edoardo Bonizzoni; Antonio Liscidini; Krishna Kanth; Daniel Burbano; Joao Catalao","Low-power high-performance VLSI design","71","3","C2","C2"
"2024","0","Table of Contents","https://doi.org/10.1109/tcsii.2023.3346156","bronze","https://ieeexplore.ieee.org/ielx7/8920/10385034/10384874.pdf","https://ieeexplore.ieee.org/ielx7/8920/10385034/10384874.pdf","https://doi.org/10.1109/tcsii.2023.3346156","","Diverse Scientific and Economic Studies","71","1","C1","C4"
"2026","0","Linearization Technique for CCO-Based ADCs for AiMC MVM Architectures Using Resistive Memory Devices","https://doi.org/10.1109/tcsii.2026.3661725","hybrid","https://doi.org/10.1109/tcsii.2026.3661725",,"https://doi.org/10.1109/tcsii.2026.3661725","Andrea Lico; M. Pasotti; R. Zurla; Riccardo Vignali; Lorenzo Greco","Advanced Memory and Neural Computing","73","4","363","367"
"2025","0","Asymmetry Effects on Thermal and Flicker Phase Noise of Rotary Traveling-Wave Oscillators","https://doi.org/10.1109/tcsii.2025.3625410","hybrid","https://doi.org/10.1109/tcsii.2025.3625410",,"https://doi.org/10.1109/tcsii.2025.3625410","Sayan Kumar; Chawin Khongprasongiri; Tomas Sarapas; Patchara Sawakewang; Shuja Andrabi","Advanced Frequency and Time Standards","72","12","1972","1976"
"2025","0","ESTU: Enabling Spiking Transformers on Ultra-Low-Power FPGAs","https://doi.org/10.1109/tcsii.2025.3626209","hybrid","https://doi.org/10.1109/tcsii.2025.3626209",,"https://doi.org/10.1109/tcsii.2025.3626209","Gianluca Leone; Paola Busia; Mauro Orrú; Luigi Raffo; Paolo Meloni","Advanced Memory and Neural Computing","72","12","2027","2031"
"2024","0","Table of Contents","https://doi.org/10.1109/tcsii.2024.3376183","bronze","https://ieeexplore.ieee.org/ielx7/8920/10480869/10480746.pdf","https://ieeexplore.ieee.org/ielx7/8920/10480869/10480746.pdf","https://doi.org/10.1109/tcsii.2024.3376183","","Diverse Scientific and Economic Studies","71","4","C1","C4"
"2025","0","Neural Network-Aided Sampled-Data Control for a Class of Nonlinear Systems With Unknown Dynamics","https://doi.org/10.1109/tcsii.2025.3620235","green","https://edepot.wur.nl/705229",,"https://doi.org/10.1109/tcsii.2025.3620235","Ning Zhou; Jun‐Juh Yan; Yuanqing Xia; Tiejun Li; Xiaodong Cheng","Advanced Algorithms and Applications","72","12","1992","1996"
